WP5Country,year,Happiness,GDP,SocialSupport,LifeExp,Freedomtomakelifechoices,Generosity,Perceptionsofcorruption,Positiveaffect,Negativeaffect,ConfidenceNation,DemocraticQuality
Armenia,2008,4.65197229385376,Moderate,Poor,More,.462156563997269,-.199750617146492,.876099228858948,.520710170269012,.38489180803299,Average,-.436660826206207
Armenia,2009,4.17758178710938,Moderate,Poor,More,.441412746906281,-.197152718901634,.881887495517731,.542872071266174,.411279916763306,Average,-.32670351862907
Armenia,2010,4.36781120300293,Moderate,Poor,More,.459256708621979,-.159151077270508,.890629231929779,.509669184684753,.426495850086212,Average,-.408861249685287
Armenia,2011,4.26049137115479,Moderate,Poor,More,.46452471613884,-.208679735660553,.874601006507874,.474549353122711,.459074079990387,Average,-.384167790412903
Armenia,2012,4.31971168518066,Moderate,Poor,More,.501863777637482,-.19881996512413,.892544388771057,.517862975597382,.463855445384979,Weak,-.231841132044792
Armenia,2013,4.27719116210938,Moderate,Poor,More,.50408184528351,-.17931233346462,.899796783924103,.562174141407013,.449949830770493,Weak,-.266003161668777
Armenia,2014,4.45308303833008,Moderate,Poor,More,.506487131118774,-.202478840947151,.920390486717224,.580959856510162,.40398433804512,Weak,-.378111481666565
Australia,2007,7.28539085388184,High,Excellent,More,.890681982040405,.33191505074501,.51257848739624,.826250910758972,.215350642800331,Average,1.16259837150574
Australia,2008,7.25375747680664,High,Excellent,More,.915733337402344,.290001928806305,.430810511112213,.826390504837036,.218427315354347,Strong,1.17575073242188
Australia,2010,7.4500470161438,High,Excellent,More,.932058572769165,.301558583974838,.366127401590347,.83423626422882,.220073208212852,Strong,1.15743243694305
Australia,2011,7.40561628341675,High,Excellent,More,.944586455821991,.35414332151413,.38177174329758,.815860271453857,.195323675870895,Average,1.2035881280899
Australia,2012,7.19558572769165,High,Excellent,More,.93514627218246,.258484989404678,.36825174093246,.810741782188416,.21439690887928,Average,1.24931907653809
Australia,2013,7.36416912078857,High,Excellent,More,.933379173278809,.253665924072266,.43153902888298,.818835258483887,.177142262458801,Average,1.22752869129181
Australia,2014,7.28855037689209,High,Excellent,More,.922932267189026,.303388148546219,.442021369934082,.775209963321686,.245304301381111,Average,1.22834765911102
Austria,2006,7.12221145629883,High,Excellent,More,.941382348537445,.29432144761086,.490111172199249,.823104739189148,.173811689019203,Average,1.24575960636139
Austria,2008,7.18095397949219,High,Excellent,More,.879069268703461,.28293380141258,.613625228404999,.832169592380524,.17319452762604,Weak,1.36834728717804
Austria,2010,7.30267858505249,High,Excellent,More,.895979762077332,.122655443847179,.546144843101501,.814719200134277,.15579254925251,Average,1.29479551315308
Austria,2011,7.47051286697388,High,Excellent,More,.939355611801147,.123246058821678,.70272099971771,.78947085142136,.145237550139427,Average,1.30570137500763
Austria,2012,7.40068864822388,High,Excellent,More,.91970390081406,.10939597338438,.770585775375366,.822247743606567,.15667499601841,Average,1.39033019542694
Austria,2013,7.49880266189575,High,Excellent,More,.92173445224762,.159644648432732,.678936898708344,.787312805652618,.162603318691254,Average,1.40320026874542
Austria,2014,6.94999980926514,High,Good,More,.885026872158051,.109214089810848,.566931307315826,.779692769050598,.17014954984188,Average,1.35355997085571
Azerbaijan,2006,4.72787094116211,Moderate,Good,Less,.77152818441391,-.25460159778595,.774117171764374,.511687636375427,.275695145130157,Strong,-1.15264177322388
Azerbaijan,2007,4.56815958023071,Moderate,Poor,Less,.522046327590942,-.22796256840229,.870909988880157,.520543932914734,.284357488155365,Strong,-.911081492900848
Azerbaijan,2008,4.81718921661377,Moderate,Poor,Less,.601043283939362,-.051238141953946,.715124726295471,.577819764614105,.226795420050621,Strong,-.804547965526581
Azerbaijan,2009,4.57372522354126,Moderate,Poor,Less,.498138397932053,-.109193161129951,.753849744796753,.543640077114105,.233942478895187,Strong,-.752614140510559
Azerbaijan,2010,4.2186107635498,Moderate,Poor,Less,.501071095466614,-.145815536379814,.85834664106369,.526930570602417,.271873325109482,Strong,-.754656851291656
Azerbaijan,2011,4.68046951293945,Moderate,Poor,Less,.537484288215637,-.128215536475182,.795119047164917,.535804510116577,.258117318153381,Strong,-.886425375938416
Azerbaijan,2012,4.91077184677124,Moderate,Fair,Less,.598859071731567,-.163685083389282,.763154804706573,.553869426250458,.266093403100967,Strong,-.969983816146851
Azerbaijan,2013,5.48117828369141,Moderate,Fair,Less,.671956956386566,-.1917978823185,.698819577693939,.61887401342392,.242455452680588,Strong,-.881423652172089
Azerbaijan,2014,5.25153017044067,Moderate,Fair,Less,.732772946357727,-.231695532798767,.653845310211182,.597627222537994,.219982117414474,Strong,-.97033303976059
Bangladesh,2006,4.31890916824341,Low,Poor,Less,.611664235591888,.079907767474652,.785916209220886,.599945425987244,.3207927942276,Strong,-.979840874671936
Bangladesh,2007,4.60732221603394,Low,Poor,Less,.604538321495056,.051546704024077,.806116878986359,.634598910808563,.313138157129288,Strong,-1.02017045021057
Bangladesh,2008,5.05227851867676,Low,Poor,Less,.606012165546417,-.032777540385724,.801819920539856,.72538685798645,.231860756874084,Strong,-.975876212120056
Bangladesh,2009,5.08285140991211,Low,Poor,Less,.630931079387665,-.063939310610295,.776003956794739,.670300304889679,.223253846168518,Strong,-.921225666999817
Bangladesh,2010,4.85848140716553,Low,Poor,Less,.659005641937256,-.005923308897764,.77353048324585,.628579914569855,.292425215244293,Strong,-.839947462081909
Bangladesh,2011,4.98564910888672,Low,Poor,Less,.83799535036087,-.059409942477942,.757002651691437,.684993863105774,.234981536865234,Strong,-.857758581638336
Bangladesh,2012,4.7244439125061,Low,Poor,Less,.667682290077209,-.02476222999394,.764894425868988,.71350824832916,.18324539065361,Strong,-.883867502212524
Bangladesh,2013,4.66016101837158,Low,Poor,Less,.741518020629883,-.006244593299926,.742774188518524,.619046270847321,.246052667498589,Strong,-1.02593541145325
Belarus,2006,5.65764999389648,Moderate,Excellent,Less,.707080483436584,-.251992017030716,.7082747220993,.605487465858459,.269400358200073,Average,-.806844234466553
Belarus,2007,5.61697626113892,Moderate,Good,Less,.667299509048462,-.231426924467087,.69484943151474,.595992028713226,.234981402754784,Average,-.693266868591309
Belarus,2009,5.56413125991821,Moderate,Excellent,Less,.679292619228363,-.210362136363983,.675543069839478,.56559681892395,.223291501402855,Average,-.532979488372803
Belarus,2010,5.52592325210571,Moderate,Excellent,Less,.700064420700073,-.170453920960426,.706120610237122,.566530406475067,.208272159099579,Average,-.834667921066284
Belarus,2013,5.87646627426147,Moderate,Excellent,More,.72343128919601,-.186140581965446,.653039157390594,.608714163303375,.206219658255577,Average,-.790565550327301
Belarus,2014,5.81240081787109,Moderate,Good,More,.647184550762177,-.056957129389048,.681508719921112,.618929266929626,.208535566926,Average,-.661405444145203
Belgium,2007,7.21883964538574,High,Excellent,More,.900870382785797,.059451702982188,.721093475818634,.813477158546448,.21760430932045,Strong,1.07608067989349
Belgium,2008,7.11659097671509,High,Excellent,More,.887026727199554,-.003285140031949,.651800513267517,.813122689723969,.241797924041748,Average,.984077632427216
Belgium,2010,6.85351419448853,High,Excellent,More,.806930243968964,.012446590699256,.697365581989288,.828258514404297,.240364328026772,Average,1.08175754547119
Belgium,2011,7.11136388778687,High,Excellent,More,.88015359640121,-.02404098585248,.711043894290924,.834544539451599,.225056365132332,Weak,1.13901281356812
Belgium,2012,6.93512201309204,High,Excellent,More,.855266630649567,-.059429559856654,.757572531700134,.820485770702362,.238276809453964,Average,1.12496697902679
Belgium,2013,7.10366106033325,High,Excellent,More,.890711069107056,.007704371120781,.573664307594299,.797417402267456,.217138946056366,Average,1.14551198482513
Belgium,2014,6.85532903671265,High,Excellent,More,.860953509807587,-.007511539850384,.511975765228271,.797633767127991,.251557052135468,Average,1.05070674419403
Belize,2007,6.45064449310303,Moderate,Good,Less,.705305933952332,.017159417271615,.768984436988831,.758783340454102,.250595718622208,Weak,.329465746879578
Belize,2014,5.95564651489258,Moderate,Fair,Less,.87356907129288,.004267530050129,.782105386257172,.754977345466614,.281604409217834,Average,.293659955263138
Benin,2006,3.32980155944824,Low,Poor,Less,.580069303512573,.020389402285219,.789862453937531,.587210357189178,.309100270271301,Average,.423929035663605
Benin,2008,3.66713953018188,Low,Poor,Less,.709476947784424,.027223344892264,.82524573802948,.583623111248016,.30254617333412,Strong,.317722648382187
Benin,2011,3.87027955055237,Low,Poor,Less,.77291876077652,-.110473975539207,.849472224712372,.625820159912109,.218678459525108,Strong,.215422764420509
Benin,2012,3.19346880912781,Low,Poor,Less,.768971085548401,-.079616166651249,.805977642536163,.582524299621582,.230664536356926,Average,.206329971551895
Benin,2013,3.47941279411316,Low,Poor,Less,.783240497112274,-.053242377936841,.855955541133881,.70201933383942,.216339185833931,Average,.188408195972443
Benin,2014,3.34741926193237,Low,Poor,Less,.77554577589035,-.064661353826523,.854826927185059,.589645087718964,.273385256528854,Average,.141973197460175
Bhutan,2013,5.569091796875,Moderate,Fair,Less,.810201466083527,.36108663678169,.802428126335144,.778723418712616,.217349901795387,Strong,.30852109193802
Bhutan,2014,4.9385781288147,Moderate,Good,Less,.834222495555878,.276350915431976,.650338470935822,.858864307403564,.324097871780396,Strong,.429825901985168
Bolivia,2006,5.37398624420166,Moderate,Fair,Less,.770134747028351,-.035975895822049,.794484198093414,.739242613315582,.431944966316223,Average,-.392398118972778
Bolivia,2007,5.62841939926147,Moderate,Fair,Less,.779935240745544,.008657583035529,.816993951797485,.771074533462524,.387786239385605,Average,-.418243736028671
Bolivia,2008,5.29787254333496,Moderate,Fair,Less,.725619733333588,-.084054075181485,.801420390605927,.7806544303894,.392079621553421,Average,-.375534474849701
Bolivia,2009,6.08557939529419,Moderate,Fair,Less,.778938591480255,-.028583453968168,.762604534626007,.796764373779297,.372369289398193,Average,-.280197978019714
Bolivia,2010,5.78062009811401,Moderate,Fair,Less,.703341066837311,-.061146397143603,.781342506408691,.766099572181702,.349597334861755,Average,-.259231269359589
Bolivia,2011,5.77887439727783,Moderate,Fair,Less,.781673729419708,-.03214904665947,.82485431432724,.760786294937134,.361485540866852,Average,-.272866308689117
Bolivia,2012,6.0188946723938,Moderate,Fair,Less,.862379670143127,-.008066445589066,.839701414108276,.782481372356415,.408880144357681,Average,-.309578031301498
Bolivia,2013,5.76742887496948,Moderate,Fair,Less,.845931649208069,-.060415498912335,.81185656785965,.759098827838898,.41030153632164,Average,-.225294664502144
Bolivia,2014,5.8647985458374,Moderate,Fair,Less,.881058871746063,.023993447422982,.831854462623596,.808609068393707,.398219466209412,Average,-.201874539256096
Bosnia and Herzegovina,2007,4.89980697631836,Moderate,Fair,More,.341565668582916,.00659879622981,.92612498998642,.61280369758606,.296465814113617,Average,-.25086322426796
Bosnia and Herzegovina,2012,4.77314472198486,Moderate,Fair,More,.41978931427002,-.009345137514174,.953421950340271,.547962605953217,.338240683078766,Weak,-.338861793279648
Bosnia and Herzegovina,2013,5.12366437911987,Moderate,Fair,More,.390341579914093,.04601838439703,.969836235046387,.54362952709198,.31451603770256,Weak,-.267965227365494
Bosnia and Herzegovina,2014,5.24895429611206,Moderate,Fair,More,.411937385797501,.23707988858223,.976339638233185,.53143584728241,.26217520236969,Weak,-.078180864453316
Botswana,2006,4.73936700820923,Moderate,Good,Less,.823774635791779,-.202285557985306,.723239183425903,.688109397888184,.225759342312813,Strong,.726164281368256
Botswana,2008,5.45114707946777,Moderate,Fair,Less,.857776403427124,-.173062413930893,.806226491928101,.73117995262146,.217885971069336,Strong,.734843254089355
Botswana,2010,3.55302023887634,Moderate,Good,Less,.826219379901886,-.151035502552986,.813985407352448,.69027346372604,.172184273600578,Strong,.701379120349884
Botswana,2011,3.51992106437683,Moderate,Good,Less,.812514066696167,-.258021533489227,.81615847349167,.739314615726471,.15978279709816,Strong,.72334897518158
Botswana,2012,4.83593893051147,Moderate, ,Less,.799410223960876,-.210402563214302,.81442284584045,.773363888263702,.171257361769676,Strong,.791540920734406
Botswana,2013,4.12829875946045,Moderate,Good,Less,.767357409000397,-.160684838891029,.748847782611847,.697808682918549,.24377101659775,Strong,.776189625263214
Botswana,2014,4.03119707107544,Moderate,Good,Less,.79137122631073,-.110321015119553,.74307382106781,.67419046163559,.24505141377449,Strong,.73136430978775
Brazil,2007,6.3206729888916,Moderate,Good,Less,.776644825935364,-.027510426938534,.728038489818573,.858976423740387,.299222767353058,Average,.055861547589303
Brazil,2008,6.69142484664917,Moderate,Good,Less,.781931102275848,-.089200004935265,.688272774219513,.820271670818329,.265485525131226,Average,.11006478965282
Brazil,2009,7.00083160400391,Moderate,Excellent,Less,.766716063022614,-.066692024469376,.722514986991882,.83250480890274,.274103164672852,Average,.325442463159561
Brazil,2010,6.83733129501343,Moderate,Excellent,Less,.80594927072525,-.065842896699906,.656036078929901,.816654920578003,.249881222844124,Average,.26772513985634
Brazil,2011,7.03781652450562,Moderate,Excellent,More,.833655774593353,-.084349021315575,.662166714668274,.807466983795166,.267524212598801,Average,.168613910675049
Brazil,2013,7.14028263092041,Moderate,Excellent,More,.784814953804016,-.10685733705759,.706954181194305,.817662060260773,.275667756795883,Average,.042371541261673
Brazil,2014,6.98099899291992,Moderate,Good,More,.713814318180084,-.126982733607292,.710303425788879,.788229942321777,.273540526628494,Average,.197891160845757
Bulgaria,2007,3.8437979221344,Moderate,Fair,More,.565786600112915,-.14390841126442,.976061046123505,.59443348646164,.226256057620049,Weak,.515116512775421
Bulgaria,2010,3.91227626800537,Moderate,Good,More,.544536411762238,-.149353161454201,.940970003604889,.545823633670807,.237594187259674,Average,.42576915025711
Bulgaria,2011,3.87538242340088,Moderate,Good,More,.66352790594101,-.232553064823151,.947978675365448,.533738076686859,.270931035280228,Weak,.359271645545959
Bulgaria,2012,4.22229719161987,Moderate,Good,More,.64125645160675,-.176634699106216,.938208699226379,.573091208934784,.23663282394409,Average,.36751115322113
Bulgaria,2013,3.99302053451538,Moderate,Fair,More,.603213369846344,-.196452260017395,.962047100067139,.622750043869019,.278313010931015,Weak,.232785880565643
Bulgaria,2014,4.43843984603882,Moderate,Good,More,.57559591531754,-.06023120507598,.954636931419373,.627810120582581,.235593721270561,Weak,.211171209812164
Burkina Faso,2006,3.80149078369141,Low,Fair,Less,.588338017463684,.047395758330822,.797700583934784,.716253399848938,.265572011470795,Average,-.113409548997879
Burkina Faso,2007,4.01713037490845,Low,Fair,Less,.582292377948761,-.042145386338234,.83276492357254,.650697529315948,.280694842338562,Average,-.026945784687996
Burkina Faso,2008,3.84643888473511,Low,Poor,Less,.61206418275833,-.0841094404459,.887124359607697,.523473739624023,.303892225027084,Average,-.111945115029812
Burkina Faso,2010,4.03556060791016,Low,Fair,Less,.586580753326416,-.019757786765695,.767335116863251,.590039193630219,.216673478484154,Average,-.212447732686996
Burkina Faso,2011,4.78536748886108,Low,Poor,Less,.724568486213684,-.088365949690342,.706798374652863,.578625023365021,.204735845327377,Strong,-.443358480930328
Burkina Faso,2012,3.95500802993774,Low,Poor,Less,.62184870243073,-.053659457713366,.726286888122559,.544851422309875,.299722939729691,Strong,-.461072951555252
Burkina Faso,2013,3.32594966888428,Low,Poor,Less,.74125742912292,.001466575777159,.76472145318985,.629770517349243,.28676575422287,Strong,-.543902039527893
Burkina Faso,2014,3.48134779930115,Low,Poor,Less,.709964513778687,.013695594854653,.800757825374603,.613731801509857,.255644112825394,Average,-.600115299224854
Cameroon,2006,3.85107207298279,Low,Poor,Less,.653422653675079,.000712827837561,.907067656517029,.605588018894196,.270873695611954,Average,-.6443852186203
Cameroon,2007,4.34993934631348,Low,Poor,Less,.643883943557739,-.020379794761539,.910349726676941,.63478910923004,.248631328344345,Average,-.699627995491028
Cameroon,2008,4.2918004989624,Low,Poor,Less,.58025723695755,-.057730149477721,.945002794265747,.600210785865784,.31248497962952,Weak,-.81774491071701
Cameroon,2009,4.7414083480835,Low,Poor,Less,.698030412197113,-.005432746373117,.925447285175323,.593138575553894,.24982151389122,Average,-.771982967853546
Cameroon,2010,4.55425691604614,Low,Fair,Less,.792220175266266,.013556214980782,.87471866607666,.60635739564896,.273786336183548,Average,-.9032963514328
Cameroon,2011,4.43388509750366,Low,Poor,Less,.816693782806396,-.017897710204125,.86961567401886,.597826480865479,.271676331758499,Strong,-.85425341129303
Cameroon,2012,4.24463415145874,Low,Poor,Less,.76606422662735,-.021388685330749,.898028790950775,.617998898029327,.284447878599167,Average,-.803643763065338
Cameroon,2013,4.27103805541992,Low,Fair,Less,.794075965881348,-.020075222477317,.867257416248322,.681132316589355,.268199235200882,Strong,-.786341786384583
Cameroon,2014,4.24044132232666,Low,Fair,Less,.794645547866821,-.06152118742466,.8558497428894,.622732698917389,.216039627790451,Strong,-.970270872116089
Canada,2005,7.41804838180542,High,Excellent,More,.957306265830994,.237725734710693,.50268119573593,.838543772697449,.233278155326843,Average,1.14313066005707
Canada,2008,7.48560380935669,High,Excellent,More,.926314949989319,.247079774737358,.369587808847427,.890219748020172,.202174946665764,Average,1.21996402740479
Canada,2009,7.48782444000244,High,Excellent,More,.915057837963104,.232029244303703,.41262212395668,.867432534694672,.247633159160614,Strong,1.26260268688202
Canada,2010,7.65034627914429,High,Excellent,More,.933948814868927,.216129541397095,.412659585475922,.87886768579483,.23311285674572,Average,1.13974440097809
Canada,2011,7.42605352401733,High,Excellent,More,.950925290584564,.238687783479691,.432991534471512,.88138484954834,.247728660702705,Average,1.23339676856995
Canada,2012,7.41514444351196,High,Excellent,More,.917961120605469,.27559095621109,.465601831674576,.856703698635101,.22933208942413,Average,1.26673424243927
Canada,2013,7.59379386901855,High,Excellent,More,.916013896465302,.301297724246979,.40623614192009,.851296901702881,.26285031437874,Average,1.24414908885956
Canada,2014,7.30425786972046,High,Excellent,More,.938897609710693,.255754321813583,.441735327243805,.833403885364532,.258602410554886,Average,1.30401384830475
Central African Republic,2007,4.16012954711914,Low,Poor,Less,.66287100315094,.102030269801617,.782130718231201,.567980289459229,.329995304346085,Strong,-1.45403480529785
Central African Republic,2010,3.56789255142212,Low,Poor,Less,.689950883388519,-.008416486904026,.845376968383789,.523006200790405,.256705284118652,Strong,-1.56768524646759
Central African Republic,2011,3.67782640457153,Low,Poor,Less,.780017793178558,.013061580248178,.834498882293701,.524068474769592,.277179926633835,Strong,-1.44635426998138
Chad,2006,3.43480062484741,Low,Poor,Less,.306131899356842,.021595191210509,.961073756217957,.580499589443207,.2627272605896,Weak,-1.61933517456055
Chad,2007,4.14132690429688,Low,Poor,Less,.294611781835556,-.017687095329166,.873609602451324,.613521933555603,.245208367705345,Weak,-1.66244256496429
Chad,2008,4.63246822357178,Low,Poor,Less,.526610374450684,.056408926844597,.943553566932678,.569129645824432,.225483745336533,Average,-1.71615374088287
Chad,2009,3.63944506645203,Low,Poor,Less,.401370286941528,.015110060572625,.931180775165558,.55680918693542,.221047013998032,Weak,-1.55438029766083
Chad,2010,3.74287104606628,Low,Poor,Less,.504612565040588,.017880685627461,.857664048671722,.544883072376251,.287240535020828,Weak,-1.44143605232239
Chad,2011,4.39348220825195,Low,Fair,Less,.54026794433594,.023778956383467,.876383662223816,.591422617435455,.289146482944489,Average,-1.33965480327606
Chad,2012,4.03297472000122,Low,Poor,Less,.56290811300278,-.041261598467827,.884475827217102,.526546359062195,.315747141838074,Weak,-1.20139181613922
Chad,2013,3.5076630115509,Low,Poor,Less,.48821035027504,-.052856501191855,.881972372531891,.461591184139252,.314174234867096,Weak,-1.24366366863251
Chad,2014,3.46018290519714,Low,Poor,Less,.566795349121094,-.07750191539526,.880934000015259,.536371290683746,.328528851270676,Average,-1.43030631542206
Chile,2006,6.06285190582275,Moderate,Fair,More,.74429190158844,.157222867012024,.633629858493805,.804135978221893,.34765687584877,Average,.821597456932068
Chile,2007,5.69792985916138,Moderate,Fair,More,.661905109882355,.232333391904831,.722670555114746,.76697868108749,.34226191043854,Average,.740934610366821
Chile,2008,5.78943872451782,Moderate,Fair,More,.640201687812805,.072303347289563,.740667343139648,.75652414560318,.329703211784363,Average,.705461382865906
Chile,2009,6.49368619918823,Moderate,Fair,More,.746614038944244,.137474372982979,.734211444854736,.808313727378845,.299891173839569,Average,.800777435302734
Chile,2010,6.63565587997437,Moderate,Good,More,.786367475986481,.095871567726136,.701824724674225,.809172987937927,.300116688013077,Average,.88321191072464
Chile,2011,6.52633476257324,Moderate,Fair,More,.70073413848877,.099612981081009,.752755522727966,.803743481636047,.316876173019409,Weak,.767383098602295
Chile,2012,6.59912872314453,Moderate,Good,More,.733610928058624,.182831272482872,.782117426395416,.81539118289948,.287592113018036,Average,.70282298326492
Chile,2013,6.74015378952026,Moderate,Good,More,.736887335777283,.07237994670868,.741154909133911,.855062186717987,.285453885793686,Weak,.733966588973999
Chile,2014,6.84423828125,Moderate,Good,More,.733326375484467,.204647153615952,.758497714996338,.86981076002121,.276103258132935,Average,.777454674243927
Colombia,2006,6.02494287490845,Moderate,Excellent,Less,.804661810398102,-.019775982946158,.807830035686493,.799651205539703,.325588256120682,Average,-1.01779198646545
Colombia,2007,6.13841152191162,Moderate,Good,Less,.785865962505341,-.045687962323428,.859760880470276,.808266282081604,.28709003329277,Average,-.984145700931549
Colombia,2008,6.16839504241943,Moderate,Good,Less,.795083820819855,-.047452792525292,.763223946094513,.803400278091431,.307162195444107,Strong,-1.0097062587738
Colombia,2009,6.27160453796387,Moderate,Good,Less,.757100701332092,-.060791488736868,.83714348077774,.842629253864288,.273131489753723,Average,-.995514929294586
Colombia,2010,6.40811347961426,Moderate,Good,Less,.816121101379395,-.055370744317771,.814524471759796,.830626130104065,.26465916633606,Average,-.84308522939682
Colombia,2011,6.46395254135132,Moderate,Good,Less,.810907423496246,-.079407379031182,.847268521785736,.831615269184113,.285958856344223,Average,-.677858591079712
Colombia,2012,6.37487983703613,Moderate,Excellent,Less,.827868103981018,-.015564277768136,.868371546268463,.845917761325836,.29370239377022,Average,-.748693943023682
Colombia,2013,6.60655069351196,Moderate,Good,More,.84117317199707,-.077048502862454,.898202121257782,.850565016269684,.278113931417465,Weak,-.700267016887665
Colombia,2014,6.44878911972046,Moderate,Excellent,More,.801191449165344,-.096722297370434,.88664573431015,.84708029031754,.278056442737579,Weak,-.608899116516113
Comoros,2009,3.47602725028992,Low,Poor,Less,.507845282554626,-.017451107501984,.838115692138672,.671982407569885,.167317494750023,Weak,-.563685119152069
Comoros,2010,3.81219100952148,Low,Poor,Less,.528675258159637,.062579944729805,.74118173122406,.727507770061493,.17794805765152,Average,-.483646631240845
Comoros,2011,3.83848595619202,Low,Poor,Less,.499673873186111,-.016541700810195,.731508493423462,.666620075702667,.173323005437851,Average,-.456245601177216
Comoros,2012,3.95564031600952,Low,Poor,Less,.534040927886963,-.062359012663365,.651009261608124,.612241327762604,.21184381842613,Average,-.450495004653931
Congo Brazzaville,2011,4.50982427597046,Moderate,Poor,Less,.744807183742523,-.149027824401855,.832713723182678,.621049702167511,.287876039743423,Average,-.733185887336731
Congo Brazzaville,2012,3.91934180259705,Moderate,Poor,Less,.772510766983032,-.15162052214146,.799653708934784,.564219951629639,.322582960128784,Average,-.822170734405518
Congo Brazzaville,2013,3.95495057106018,Moderate,Poor,Less,.725815653800964,-.11785988509655,.75172370672226,.609986424446106,.291401565074921,Average,-.80304658412933
Congo Brazzaville,2014,4.05601263046265,Moderate,Poor,Less,.661638140678406,-.150710463523865,.808412730693817,.595254719257355,.400229424238205,Average,-.683520495891571
Congo (Kinshasa),2009,3.98384857177734,Low,Poor,Less,.55648756027222,.013826191425324,.824010491371155,.491489291191101,.282622426748276,Average,-1.71738505363464
Congo (Kinshasa),2011,4.51696395874023,Low,Poor,Less,.631108582019806,.009892861358822,.856494903564453,.61680603027344,.208352297544479,Average,-1.87633395195007
Congo (Kinshasa),2012,4.63922739028931,Low,Fair,Less,.557286202907562,.000231366342633,.807406604290009,.634003043174744,.229651376605034,Average,-1.82278692722321
Congo (Kinshasa),2013,4.49747705459595,Low,Fair,Less,.48039415478706,.046436429023743,.912991523742676,.58916848897934,.187094658613205,Weak,-1.85035741329193
Congo (Kinshasa),2014,4.41429996490479,Low,Fair,Less,.55609929561615,.043262522667647,.813675999641418,.558870255947113,.30463507771492,Weak,-1.79310655593872
Costa Rica,2006,7.08246517181396,Moderate,Excellent,More,.88241988420486,.062517911195755,.797522187232971,.867740154266357,.23554921150208,Average,.812071263790131
